"","date","FunSys_item","X1_ave","X1_DC","X1_max","X1_min","X2_ave","X2_DC","X2_R1_ave","X2_R1_max","X2_R2_ave","X2_R2_max","X2_R3_ave","X2_R3_max","BOT","MBA01","MBA0GD020","MBA0GD040","MBA0GD070","MBA0GD080","TIT1","TIT2","TOP","X.NA."
"1","2007-07-01 00:00:00",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5611400165903,38.0594660974132,31.8896299526875,33.9295711863368,34.5939201701875,NA,NA,NA,NA
"2","2007-07-01 00:00:00",30,984.429178110694,984.429569075139,50.792794460625,44.1071480749583,649.393848249444,649.400879923889,615.922577327917,15.914327260993,645.213582102361,19.8523932961598,661.935821364028,12.3725072272084,372.429942448194,NA,NA,NA,NA,NA,1125.19033127153,1271.92951119166,344.252913920833,911.721995406189
"3","2007-07-01 01:00:00",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2576341072014,38.5423550341215,32.0581864857708,34.011782223,34.6747156154757,NA,NA,NA,NA
"4","2007-07-01 01:00:00",30,982.584145865417,982.583962588958,48.6129773829028,38.1030831706389,649.98862932,649.987957087222,617.083396997222,14.3819230437709,633.347400157361,18.8742437785855,659.212612491806,12.7321438318472,366.293267527083,NA,NA,NA,NA,NA,1125.15736678125,1247.10669157222,339.404075073194,908.05943413431
"5","2007-07-01 02:00:00",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7594941603263,38.691050507,32.2075036056354,34.0673363319445,34.744981684757,NA,NA,NA,NA
"6","2007-07-01 02:00:00",30,982.211542089167,982.211766435,48.3289247194861,39.9661084016528,650.009600068333,650.012889863056,617.896773953194,14.3975769989653,630.744375272083,18.5880930178055,658.016761525556,13.5993767744375,361.083516608194,NA,NA,NA,NA,NA,1125.19058787361,1241.09221021459,334.249418131944,907.233796909093
"7","2007-07-01 03:00:00",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9338181774861,38.4267574825208,32.1738035289375,34.0570389005764,34.7163345794688,NA,NA,NA,NA
"8","2007-07-01 03:00:00",30,981.344924759306,981.343989436875,45.93175549525,39.2589977105556,649.9989679125,649.997693805278,621.570014785833,16.0510831368541,628.392077889722,17.98544668225,655.422988977639,12.4061211977153,357.425514052361,NA,NA,NA,NA,NA,1125.3798311882,1224.39483905694,331.271738222639,906.510621177549
"9","2007-07-01 04:00:00",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7984361570278,37.5978931981771,31.7758483311632,33.7991699454514,34.4416404173646,NA,NA,NA,NA
"10","2007-07-01 04:00:00",30,980.928700171528,980.927651766111,42.5762524869444,39.9677325511806,650.011084916806,650.012299346528,624.668848925417,17.430478265,631.478100926111,14.2043408288091,652.432486809444,10.0168003972889,351.131337143194,NA,NA,NA,NA,NA,1126.24908031945,1208.56723709931,326.347434657361,906.827387369265
"11","2007-07-01 05:00:00",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7161094626805,36.9715254860868,31.2953578377396,33.3735512232222,34.0399657524584,NA,NA,NA,NA
"12","2007-07-01 05:00:00",30,980.958106909444,980.957919863195,42.2746335133333,40.5831330988472,649.997045898472,649.996433852222,624.53392105,17.5739034101528,631.285526445139,14.3807001894215,652.566484326528,10.0966693670278,349.046293852917,NA,NA,NA,NA,NA,1126.18353272292,1208.76785110278,324.8700930275,906.658374244397
"13","2007-07-01 06:00:00",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9356273002223,36.7237474159688,31.0748875744167,33.2306037233576,33.8751171648541,NA,NA,NA,NA
"14","2007-07-01 06:00:00",30,980.929665374167,980.931113689236,41.7643616571528,40.1826563090694,649.99553095625,649.996855332778,624.584669154444,17.5219438128402,631.424621329861,14.2522821661792,652.529774561389,10.0481065591271,348.120799722639,NA,NA,NA,NA,NA,1126.25542179166,1208.41905280417,324.147806802639,906.629189846525
"15","2007-07-01 07:00:00",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1358617450903,36.6448489234549,30.9990025369097,33.1840582701146,33.7905986980556,NA,NA,NA,NA
"16","2007-07-01 07:00:00",30,980.954933505694,980.954973602291,42.2197638457917,40.1393910408194,650.010909354167,650.013047876528,624.213583290694,17.0121802084513,631.1467968425,14.355457342032,652.724629042222,10.0693476793306,348.090006681667,NA,NA,NA,NA,NA,1126.165962825,1209.82282867917,324.130788083194,906.855678597854
"17","2007-07-01 08:00:00",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8593155198403,37.625000720618,31.5933702443507,33.5290694596076,34.0863014960556,NA,NA,NA,NA
"18","2007-07-01 08:00:00",30,982.119028305694,982.11899287125,46.4794800810972,41.8184459051944,650.014585707639,650.013614741806,619.645394220278,15.6743162631806,631.014296130417,18.7333645635493,657.464165243472,12.3002699078049,351.715500217639,NA,NA,NA,NA,NA,1125.25247810903,1235.30176840347,326.589059362639,906.750886683037
"19","2007-07-01 09:00:00",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4987927966459,38.5269550004827,32.2024056031076,34.0639336879583,34.6068118574236,NA,NA,NA,NA
