"","ID","date","Value","FunSys_item","EqGr","EqGr_no","ComGr_no","Unit","MsureGr","MsureGr_lvl"
"158","01CT023_XQ60",2007-07-30,37.8515838738027,"01","CT","023_X","XQ60","degC","T_COMP","MBA01GD020"
"159","01CT023_XQ60",2007-07-31,37.3421795456314,"01","CT","023_X","XQ60","degC","T_COMP","MBA01GD020"
"160","01CT023_XQ60",2007-08-01,36.65046692,"01","CT","023_X","XQ60","degC","T_COMP","MBA01GD020"
"161","01CT041_XQ60",2007-07-01,32.5246029628588,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"162","01CT041_XQ60",2007-07-02,32.8895726701204,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"163","01CT041_XQ60",2007-07-03,32.727285756566,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"164","01CT041_XQ60",2007-07-04,31.393807674978,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"165","01CT041_XQ60",2007-07-05,32.5584469094711,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"166","01CT041_XQ60",2007-07-06,32.691113321151,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"167","01CT041_XQ60",2007-07-07,35.2486342117656,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"168","01CT041_XQ60",2007-07-08,33.783298915489,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"169","01CT041_XQ60",2007-07-09,35.0519151815978,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"170","01CT041_XQ60",2007-07-10,32.6017339517419,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"171","01CT041_XQ60",2007-07-11,33.4322993976696,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"172","01CT041_XQ60",2007-07-12,32.3990951693293,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"173","01CT041_XQ60",2007-07-13,32.175832011614,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"174","01CT041_XQ60",2007-07-14,33.9802488470243,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"175","01CT041_XQ60",2007-07-15,34.3537887599971,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"176","01CT041_XQ60",2007-07-16,33.7859781000637,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"177","01CT041_XQ60",2007-07-17,35.2759984814502,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"178","01CT041_XQ60",2007-07-18,35.6291282629392,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"179","01CT041_XQ60",2007-07-19,35.1954774875376,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"180","01CT041_XQ60",2007-07-20,35.1610819481701,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"181","01CT041_XQ60",2007-07-21,35.2349028316626,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"182","01CT041_XQ60",2007-07-22,34.1799012427998,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"183","01CT041_XQ60",2007-07-23,32.5515786668993,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"184","01CT041_XQ60",2007-07-24,34.0033055524068,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"185","01CT041_XQ60",2007-07-25,34.0845560775035,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"186","01CT041_XQ60",2007-07-26,33.8155346650185,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"187","01CT041_XQ60",2007-07-27,33.6090012895758,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"188","01CT041_XQ60",2007-07-28,34.3193667610359,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"189","01CT041_XQ60",2007-07-29,33.0280980123814,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"190","01CT041_XQ60",2007-07-30,32.4764553236834,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"191","01CT041_XQ60",2007-07-31,31.9474578233912,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"192","01CT041_XQ60",2007-08-01,31.72597694,"01","CT","041_X","XQ60","degC","T_COMP","MBA01GD040"
"193","01CT042_XQ60",2007-07-01,32.1647798338663,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"194","01CT042_XQ60",2007-07-02,32.5370555671568,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"195","01CT042_XQ60",2007-07-03,32.3897323445509,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"196","01CT042_XQ60",2007-07-04,31.0653866108119,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"197","01CT042_XQ60",2007-07-05,32.2143083099294,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"198","01CT042_XQ60",2007-07-06,32.3434698720775,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"199","01CT042_XQ60",2007-07-07,34.9512505439583,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"200","01CT042_XQ60",2007-07-08,33.3987291919826,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"201","01CT042_XQ60",2007-07-09,34.7416791169416,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"202","01CT042_XQ60",2007-07-10,32.2632273715532,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"203","01CT042_XQ60",2007-07-11,33.0894031618715,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"204","01CT042_XQ60",2007-07-12,32.0807391553304,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"205","01CT042_XQ60",2007-07-13,31.8387495876748,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"206","01CT042_XQ60",2007-07-14,33.656256940515,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"207","01CT042_XQ60",2007-07-15,34.0142052834664,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"208","01CT042_XQ60",2007-07-16,33.4307612890839,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"209","01CT042_XQ60",2007-07-17,34.9275597741036,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"210","01CT042_XQ60",2007-07-18,35.2835755109329,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"211","01CT042_XQ60",2007-07-19,34.8535655636094,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"212","01CT042_XQ60",2007-07-20,34.8330062441302,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"213","01CT042_XQ60",2007-07-21,34.8878332999844,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"214","01CT042_XQ60",2007-07-22,33.8509274858565,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"215","01CT042_XQ60",2007-07-23,32.1606096324537,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"216","01CT042_XQ60",2007-07-24,33.6282166662187,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"217","01CT042_XQ60",2007-07-25,33.7515594618686,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"218","01CT042_XQ60",2007-07-26,33.4949260837963,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"219","01CT042_XQ60",2007-07-27,33.2751204720179,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"220","01CT042_XQ60",2007-07-28,33.9831159632541,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"221","01CT042_XQ60",2007-07-29,32.6871328438032,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
"222","01CT042_XQ60",2007-07-30,32.1502738690874,"01","CT","042_X","XQ60","degC","T_COMP","MBA01GD040"
